PK_Site_ID,Sitename,Longitude,Latitude,Site_Technology,Transmission,Landlord,Diesel_Generator,Solar_Power,ESCOM_Main_Grid,Clutter_class 
MW5411, KOCHILILA , 33.042220 ,-13.791690 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Rural
MW0304, LIKUNI , 33.697048 ,-14.027931 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Dense Urban
MW0316, LIKUNIHOSP , 33.713235 ,-14.025245 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Dense Urban
MW0394, LINTHIPE , 34.133194 ,-14.182138 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Rural
MW0392, LOBI , 34.075150 ,-14.390055 , 2G+3G+4G ,Access,MTL, YES ,No,Yes,Rural
MW5592, LUDZI , 33.076440 ,-13.890110 , 2G+3G+4G ,Access,Airtel, YES ,Yes,Yes,Rural
MW6219, LUDZIPROPER , 32.990270 ,-13.761820 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Rural
MW0344, MALINGUNDE , 33.634726 ,-14.164565 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Residential
MW0353, MALIRANA , 34.077504 ,-14.311642 , 2G+3G+4G ,Access,MTL, YES ,No,Yes,Rural
MW5944, MATAPILA , 33.976128 ,-14.011662 , 2G+3G+4G ,Access,Airtel, YES ,Yes,Yes,Rural
MW0357, MAYANI , 34.253861 ,-14.105750 , 2G+3G+4G ,Access,Airtel, YES ,Yes,Yes,Rural
MW0360, MCHINJI , 32.885680 ,-13.788396 , 2G+3G+4G ,Backbone,MTL, YES ,No,Yes,Residential
MW0468, MCHINJIRES , 32.903710 ,-13.780870 , 2G+3G+4G ,Access,Airtel, YES ,Yes,No,Rural
MW0415, MCHINJITOWN , 32.887360 ,-13.800240 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Residential
MW5407, MIKUNDI , 33.045840 ,-13.673840 , 2G+3G+4G ,Access,Airtel, YES ,Yes,No,Rural
MW6396, MIKUNDIPROPER , 33.136282 ,-13.706412 , 2G+3G+4G ,Access,TNM, YES ,No,Yes,Residential
MW5405, MPINGU , 33.589543 ,-13.989702 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Dense Urban
MW0306, MSUNDWE , 33.457590 ,-14.021063 , 2G+3G+4G ,Backbone,MTL, YES ,No,Yes,Residential
MW0337, MVERA , 34.108375 ,-13.727011 , 2G+3G+4G ,Access,TNM, YES ,No,Yes,Rural
MW0408, MVERASUPPORT , 34.134495 ,-13.776565 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Rural
MW5415, MWAMIBOARDER , 32.805220 ,-13.757060 , 2G+3G+4G ,Access,TNM, YES ,No,Yes,Residential
MW0600, MWMANGOES , 34.393172 ,-13.629923 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Rural
MW0349, NAMBUMA , 33.646436 ,-13.714142 , 2G+3G+4G ,Access,Airtel, YES ,Yes,Yes,Rural
MW0416, NAMBUMATOWN , 33.605010 ,-13.706300 , 2G+3G+4G ,Access,Airtel, YES ,Yes,Yes,Residential
MW0332, NAMITETE , 33.362678 ,-14.019601 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Residential
MW5403, NAMITONDO , 33.350167 ,-13.979111 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Residential
MW0370, NATHENJE , 33.904389 ,-14.086333 , 2G+3G+4G ,Backbone,Airtel, YES ,No,Yes,Residential
MW0315, NATURALRESCOL , 33.673590 ,-14.020390 , 2G+3G+4G ,Access,TNM, YES ,No,Yes,Dense Urban
MW5608, NJONJA , 34.009583 ,-14.442800 , 2G+3G+4G ,Access,Airtel, YES ,Yes,No,Rural
MW0308, NKHOMA , 34.100138 ,-14.045361 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Residential
MW5412, NKHOTA , 32.907391 ,-13.641710 , 2G+3G+4G ,Access,Airtel, YES ,Yes,No,Rural
MW0363, NKHWAZI , 33.176434 ,-13.920082 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Rural
MW5543, NRCTOFF , 33.665680 ,-13.994906 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Dense Urban
MW0347, NSALU , 33.514420 ,-13.886530 , 2G+3G+4G ,Access,TNM, YES ,No,Yes,Residential
MW5404, WALIRANJI , 33.275964 ,-13.976562 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Rural
MW5707, BENGA , 34.243900 ,-13.386800 , 2G+3G+4G ,Access,TNM, YES ,Yes,Yes,Rural
MW5708, BOWE , 33.695260 ,-13.299280 , 2G+3G+4G ,Access,Airtel, YES ,Yes,No,Rural
MW5604, BUA , 33.522913 ,-13.285162 , 2G+3G+4G ,Backbone,Airtel, YES ,Yes,Yes,Rural
MW0372, CHAMAMA , 33.798890 ,-12.923250 , 2G+3G+4G ,Access,TNM, YES ,Yes,Yes,Residential
MW5715, CHATAMA , 33.742440 ,-13.350640 , 2G+3G+4G ,Access,Airtel, YES ,Yes,No,Rural
MW0342, CHATOLOMA , 33.486500 ,-12.700610 , 2G+3G+4G ,Access,TNM, YES ,No,Yes,Residential
MW0693, CHIKANGAWA , 33.821183 ,-11.827599 , 2G+3G+4G ,Backbone,MTL, YES ,No,Yes,Rural
MW5716, CHILOOKA , 33.882153 ,-13.280082 , 2G+3G+4G ,Access,Airtel, YES ,Yes,No,Rural
MW0463, CHILUNGUZI , 34.050900 ,-12.437000 , 2G+3G+4G ,Backbone,Airtel, YES ,No,Yes,Rural
MW5719, CHINKHOMA2 , 33.363590 ,-13.178560 , 2G+3G+4G ,Access,Airtel, YES ,Yes,No,Rural
MW0346, CHINKHOMA , 33.501579 ,-13.228659 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Residential
MW5409, CHISEPO , 33.488810 ,-13.588150 , 2G+3G+4G ,Access,Airtel, YES ,Yes,No,Rural
MW5702, CHULUTC , 33.308300 ,-12.820806 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Rural
MW0350, CHULUTURNOFF , 33.443619 ,-12.821717 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Rural
MW5700, DWAMBAZI , 33.995929 ,-12.238058 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Rural
MW0403, DWANGWA , 34.115561 ,-12.544291 , 2G+3G+4G ,Access,MBC, YES ,No,Yes,Residential
MW6317, DWANGWAPROPER , 34.108978 ,-12.506916 , 2G+3G+4G ,Access,TNM, YES ,No,Yes,Residential
MW5709, DWANGWATC , 34.103214 ,-12.465396 , 2G+3G+4G ,Access,Airtel, YES ,Yes,Yes,Residential
MW5620, EDINGENI , 33.313560 ,-12.046800 , 2G+3G+4G ,Access,TNM, YES ,No,Yes,Rural
MW0618, EMBANGWENI , 33.474360 ,-12.138420 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Rural
MW0424, FACTORY , 34.156760 ,-12.498020 , 2G+3G+4G ,Backbone,TNM, YES ,No,Yes,Residential
MW0691, JENDA , 33.575361 ,-12.325859 , 2G+3G+4G ,Backbone,Airtel, YES ,No,Yes,Residential
MW5901, JENDATOWN , 33.551311 ,-12.362121 , 2G+3G+4G ,Access,Airtel, YES ,Yes,Yes,Residential
MW5710, KACHENJE , 33.176163 ,-13.303950 , 2G+3G+4G ,Access,Airtel, YES ,Yes,No,Rural
MW0327, KAMUZUACADEMY , 33.682651 ,-13.025329 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Residential
MW5703, KAMUZUAP , 33.680881 ,-13.036973 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Residential
MW0356, KAPIRI , 33.179868 ,-13.533956 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Rural
MW0469, KAPIRITOWN , 33.172922 ,-13.548371 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Rural
MW5706, KASITU , 34.030578 ,-12.308689 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Rural
MW0465, KASUNGMW , 33.478467 ,-13.048035 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Residential
MW0326, KASUNGU , 33.495667 ,-13.044462 , 2G+3G+4G ,Backbone,Airtel, YES ,No,Yes,Residential
MW0464, KASUNGUMART , 33.490070 ,-13.022326 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Residential
MW0380, KASUNGUTOWN , 33.481558 ,-13.037224 , 2G+3G+4G ,Access,MTL, YES ,No,Yes,Residential
MW5711, KASUNGUTTC , 33.469305 ,-13.016902 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Residential
MW5714, KAWAMBA , 33.338680 ,-13.297446 , 2G+3G+4G ,Access,Airtel, YES ,Yes,Yes,Rural
MW5414, KAYEMBE , 33.577645 ,-13.613522 , 2G+3G+4G ,Access,Airtel, YES ,Yes,No,Rural
MW0345, LIFUPA , 33.144405 ,-13.054374 , 2G+3G+4G ,Access,Airtel, YES ,Yes,No,Forest
MW5717, LISANDWA , 33.435327 ,-13.316705 , 2G+3G+4G ,Access,Airtel, YES ,Yes,No,Rural
MW5586, LIWALADZIRP , 34.144530 ,-12.595100 , 2G+3G+4G ,Access,MTL, YES ,No,Yes,Rural
MW5713, LOZI , 34.246540 ,-12.846570 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Rural
MW0461, MABULABO , 33.561666 ,-12.599189 , 2G+3G+4G ,Backbone,Airtel, YES ,Yes,No,Rural
MW0328, MADISI , 33.583250 ,-13.382470 , 2G+3G+4G ,Backbone,TNM, YES ,No,Yes,Rural
MW0419, MADISITC , 33.610300 ,-13.418300 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Residential
MW0373, MALOMO , 33.839888 ,-13.150109 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Residential
MW0719, MANYAMULA , 33.445890 ,-11.944560 , 2G+3G+4G ,Access,TNM, YES ,No,Yes,Rural
MW0362, MKANDA , 32.981620 ,-13.509587 , 2G+3G+4G ,Access,TNM, YES ,Yes,Yes,Rural
MW0324, MPONELA , 33.764722 ,-13.559524 , 2G+3G+4G ,Backbone,MTL, YES ,No,Yes,Rural
MW0425, MPONELATC , 33.736103 ,-13.531822 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Residential
MW5911, MUQUOCHA , 33.312948 ,-12.244527 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Rural
MW0413, MWANSAMBO , 34.109111 ,-13.309250 , 2G+3G+4G ,Access,Airtel, YES ,Yes,Yes,Rural
MW0458, MWANSAMBOTF , 34.313068 ,-13.216100 , 2G+3G+4G ,Backbone,TNM, YES ,No,Yes,Rural
MW0470, NKANDATOWN , 32.956143 ,-13.520401 , 2G+3G+4G ,Access,TNM, YES ,Yes,Yes,Residential
MW0343, NKHAMENYA , 33.508820 ,-12.576679 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Residential
MW5704, NKHOTAKOTABOM , 34.294487 ,-12.931596 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Residential
MW0321, NKHOTAKOTA , 34.287427 ,-12.927085 , 2G+3G+4G ,Access,MTL, YES ,No,Yes,Residential
MW0329, NTCHISI , 33.918499 ,-13.327193 , 2G+3G+4G ,Backbone,MTL, YES ,No,Yes,Residential
MW0418, NTCHISITOWN , 33.916550 ,-13.356317 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Residential
MW5718, NTHUMBIDWA , 33.621210 ,-13.158611 , 2G+3G+4G ,Access,Airtel, YES ,Yes,No,Rural
MW5712, NTHUNDUWALA , 33.103360 ,-13.325660 , 2G+3G+4G ,Access,Airtel, YES ,Yes,No,Rural
MW0414, SANI , 34.305242 ,-13.023492 , 2G+3G+4G ,Backbone,Airtel, YES ,No,Yes,Rural
MW5306, SANTHE2 , 33.266343 ,-13.446417 , 2G+3G+4G ,Access,Airtel, YES ,Yes,No,Residential
MW0341, SANTHE , 33.386900 ,-13.425500 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Rural
MW5597, SHAYONAFACTORY , 33.727890 ,-12.875790 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Rural
MW5705, SIMULEMBA , 33.674700 ,-12.741167 , 2G+3G+4G ,Access,Airtel, YES ,Yes,No,Rural
MW5410, TANDANJEHILL , 33.805390 ,-13.442520 , 2G+3G+4G ,Access,Airtel, YES ,Yes,No,Rural
MW5701, THAVITE , 34.261790 ,-13.497744 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Rural
MW0716, BOLERO , 33.741964 ,-10.983916 , 2G+3G+4G ,Access,TNM, YES ,No,Yes,Residential
MW5113, BULALA , 33.445704 ,-11.678086 , 2G+3G+4G ,Access,Airtel, YES ,Yes,Yes,Rural
MW5808, BUNDIRICE , 34.163399 ,-10.493375 , 2G+3G+4G ,Access,Airtel, YES ,Yes,Yes,Rural
MW5809, BWENGU , 33.908243 ,-11.044087 , 2G+3G+4G ,Access,MTL, YES ,No,Yes,Rural
MW0632, CHIBAVI , 33.999327 ,-11.439883 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Urban
MW5830, CHIKWINA , 34.172600 ,-11.397795 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Rural
MW5115, CHILINDA , 33.817454 ,-10.580606 , 2G+3G+4G ,Access,TNM, YES ,No,No,Forest
MW0616, CHILUMBA , 34.244191 ,-10.428016 , 2G+3G+4G ,Backbone,Airtel, YES ,No,Yes,Rural
MW0619, CHIMALIRO , 34.048630 ,-11.435650 , 2G+3G+4G ,Access,TNM, YES ,No,Yes,Urban
MW0603, CHINTHECHE , 34.167609 ,-11.825448 , 2G+3G+4G ,Access,MTL, YES ,No,Yes,Rural
MW0633, CHIPUTULA , 34.019555 ,-11.441218 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Urban
MW5807, CHIRUMBAGARI , 34.203925 ,-10.374693 , 2G+3G+4G ,Access,Airtel, YES ,Yes,Yes,Rural
MW0628, CHISASU , 33.458850 ,-9.731232 , 2G+3G+4G ,Access,MTL, YES ,No,Yes,Rural
MW5647, CHISU , 34.272290 ,-11.550830 , 2G+3G+4G ,Access,TNM, YES ,Yes,No,Rural
MW5800, CHITIMBA , 34.209973 ,-10.535692 , 2G+3G+4G ,Access,TNM, YES ,No,Yes,Rural
MW0617, CHITIPA , 33.264520 ,-9.700667 , 2G+3G+4G ,Access,MTL, YES ,No,Yes,Residential
MW0620, CHIWETA , 34.191598 ,-10.669849 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Rural
MW0626, CLUBMARINA , 33.932472 ,-9.935437 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Residential
MW5589, DOMWERP , 33.737500 ,-10.415800 , 2G+3G+4G ,Access,TNM, YES ,No,No,Rural
MW0714, DUNDUZU , 33.958573 ,-11.396398 , 2G+3G+4G ,Backbone,Airtel, YES ,No,Yes,Urban
MW0611, EKWENDENI , 33.880598 ,-11.368914 , 2G+3G+4G ,Backbone,Airtel, YES ,No,Yes,Rural
MW5906, ELANGENI , 33.730490 ,-11.449840 , 2G+3G+4G ,Access,Airtel, YES ,Yes,Yes,Rural
MW0624, ENUKWENI , 33.897676 ,-11.217178 , 2G+3G+4G ,Backbone,Airtel, YES ,No,Yes,Rural
MW0635, EUTHINI , 33.418635 ,-11.452758 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Rural
MW5908, HORA , 33.623910 ,-11.638100 , 2G+3G+4G ,Access,Airtel, YES ,Yes,No,Rural
MW5802, IPONGA , 33.826067 ,-9.674547 , 2G+3G+4G ,Access,Airtel, YES ,Yes,Yes,Rural
MW5909, KABWAFU , 33.522105 ,-11.311225 , 2G+3G+4G ,Access,Airtel, YES ,Yes,Yes,Rural
MW0625, KAFUKULE , 33.630166 ,-11.426861 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Rural
MW5916, KAMWE , 33.791823 ,-11.097667 , 2G+3G+4G ,Access,Airtel, YES ,Yes,Yes,Rural
MW0622, KANDE , 34.178796 ,-11.921756 , 2G+3G+4G ,Backbone,Airtel, YES ,No,Yes,Rural
MW5805, KAPORO , 33.874700 ,-9.768540 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Rural
MW0606, KARONGA , 33.896850 ,-9.949680 , 2G+3G+4G ,Backbone,Airtel, YES ,No,Yes,Residential
MW0722, KARONGATOWN , 33.925720 ,-9.937540 , 2G+3G+4G ,Access,TNM, YES ,No,Yes,Residential
MW5803, KASOWA , 33.869371 ,-9.874628 , 2G+3G+4G ,Access,Airtel, YES ,Yes,Yes,Rural
MW0610, KATOTO , 33.995567 ,-11.463223 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Urban
MW0721, KAWALAZI , 34.062900 ,-11.680200 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Rural
MW0695, KAYEREKELA , 33.689200 ,-9.995878 , 2G+3G+4G ,Access,Airtel, YES ,Yes,Yes,Rural
MW0697, LIKOMA , 34.721990 ,-12.074700 , 2G+3G+4G ,Access,Airtel, YES ,Yes,Yes,Rural
MW0615, LIVINGSTONIA , 34.102632 ,-10.611358 , 2G+3G+4G ,Backbone,Airtel, YES ,No,Yes,Residential
MW5804, LOLA , 33.953872 ,-10.017645 , 2G+3G+4G ,Access,Airtel, YES ,Yes,Yes,Rural
MW5910, LUNJIKA , 33.704060 ,-11.711350 , 2G+3G+4G ,Access,Airtel, YES ,Yes,No,Rural
MW5806, LUPEMBE , 33.974710 ,-10.088685 , 2G+3G+4G ,Backbone,Airtel, YES ,Yes,Yes,Rural
MW0629, LUSANGAZI , 33.967500 ,-11.489600 , 2G+3G+4G ,Access,TNM, YES ,No,Yes,Urban
MW5931, LUWAWA , 33.733613 ,-12.084700 , 2G+3G+4G ,Access,TNM, YES ,No,No,Rural
MW0605, LUWINGA , 34.005482 ,-11.414936 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Urban
MW5907, MBALACHANDA , 33.370960 ,-11.356914 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Rural
MW0627, MCHENGA , 34.140693 ,-10.714445 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Rural
MW5812, MLOWERPT , 34.204720 ,-10.747730 , 2G+3G+4G ,Access,Airtel, YES ,Yes,No,Rural
MW5826, MPAMBA , 34.191441 ,-11.546458 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Rural
MW0720, MPATA , 33.834390 ,-9.954470 , 2G+3G+4G ,Access,TNM, YES ,No,Yes,Rural
MW0715, MPHEREMBE , 33.652230 ,-11.354170 , 2G+3G+4G ,Access,TNM, YES ,No,Yes,Rural
MW0608, MTAKISI , 33.900028 ,-9.720583 , 2G+3G+4G ,Backbone,MTL, YES ,No,Yes,Rural
MW5904, MUYEWA , 34.245972 ,-11.718639 , 2G+3G+4G ,Backbone,Airtel, YES ,Yes,No,Rural
MW0713, MWEYEYE , 34.104703 ,-10.706732 , 2G+3G+4G ,Backbone,Airtel, YES ,No,Yes,Rural
MW0680, MZIMBA , 33.595879 ,-11.900100 , 2G+3G+4G ,Access,MTL, YES ,No,Yes,Residential
MW0728, MZIMBATOWN , 33.605900 ,-11.916060 , 2G+3G+4G ,Access,Airtel, YES ,Yes,Yes,Residential
MW5825, MZUNIVERSITY , 33.994656 ,-11.417639 , 2G+3G+4G ,Access,Airtel, YES ,Yes,Yes,Urban
MW0602, MZUZUCC , 34.019110 ,-11.462494 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Urban
MW5905, MZUZUHOTEL , 34.021912 ,-11.465845 , 2G+3G+4G ,Access,ACL, YES ,No,Yes,Urban
MW0723, MZUZUMARKET , 34.017690 ,-11.459875 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Urban
MW0718, NGARA , 34.100365 ,-10.222754 , 2G+3G+4G ,Access,TNM, YES ,No,Yes,Rural
MW0604, NKHATABAY , 34.293505 ,-11.606761 , 2G+3G+4G ,Access,MTL, YES ,No,Yes,Residential
MW5903, NKHORONGO , 33.989810 ,-11.391670 , 2G+3G+4G ,Access,TNM, YES ,No,Yes,Urban
MW0614, NTCHENACHENA , 34.027279 ,-10.777013 , 2G+3G+4G ,Backbone,Airtel, YES ,No,Yes,Rural
MW0609, NYUNGWE , 34.108710 ,-10.287465 , 2G+3G+4G ,Backbone,Airtel, YES ,No,Yes,Rural
MW0613, PHWEZI , 34.035640 ,-10.886720 , 2G+3G+4G ,Access,TNM, YES ,No,Yes,Rural
MW0631, RAIPLY , 33.757233 ,-11.926611 , 2G+3G+4G ,Access,Airtel, YES ,Yes,Yes,Residential
MW0612, RUMPHI , 33.837527 ,-11.014111 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Residential
MW5902, SAINTJOHNS , 34.032784 ,-11.449787 , 2G+3G+4G ,Access,TNM, YES ,No,Yes,Urban
MW0630, SONDA , 33.977688 ,-11.448505 , 2G+3G+4G ,Access,TNM, YES ,No,Yes,Urban
MW0717, SONGWEBORDER , 33.776867 ,-9.594572 , 2G+3G+4G ,Backbone,TNM, YES ,No,Yes,Residential
MW0601, TELEHILL , 34.044005 ,-11.476530 , 2G+3G+4G ,Backbone,MTL, YES ,No,Yes,Urban
MW5801, THAZIMA , 33.582697 ,-10.839377 , 2G+3G+4G ,Access,TNM, YES ,No,No,Rural
MW0634, TUKOMBO , 34.049977 ,-12.101043 , 2G+3G+4G ,Backbone,Airtel, YES ,No,Yes,Rural
MW5914, TUNDUMA , 34.064190 ,-11.517590 , 2G+3G+4G ,Access,Airtel, YES ,Yes,No,Rural
MW5831, USISYA , 34.228660 ,-11.237903 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Rural
MW0621, VIZARA , 34.251514 ,-11.650743 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Rural
MW5918, YESAYANKOSI , 33.548030 ,-11.720630 , 2G+3G+4G ,Access,Airtel, YES ,Yes,Yes,Rural
MW0100, CHIKOKOBAY , 34.928288 ,-14.085790 , 2G+3G+4G ,Access,TNM, YES ,No,Yes,Rural
MW0201, ZOMBAPEAK , 35.273770 ,-15.349390 , 2G+3G+4G ,Backbone,MTL, YES ,No,Yes,Rural
MW0093, COMFORZI , 35.153650 ,-16.052430 , 2G+3G+4G ,Access,TNM, YES ,No,Yes,Rural
MW0101, MOUNTSOCHE , 35.005930 ,-15.784190 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Dense Urban
MW0102, DELAMERE , 35.004096 ,-15.789511 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Dense Urban
MW0103, LIKHUBULA , 35.010524 ,-15.753816 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Dense Urban
MW0104, CHICHIRI , 35.020521 ,-15.800520 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Dense Urban
MW0105, NAMIWAWA , 34.985916 ,-15.776259 , 2G+3G+4G ,Backbone,Airtel, YES ,No,Yes,Dense Urban
MW0106, CHILIMBAHILL , 35.016587 ,-15.726651 , 2G+3G+4G ,Backbone,Airtel, YES ,No,Yes,Dense Urban
MW0107, MULANJE , 35.515182 ,-16.024378 , 2G+3G+4G ,Backbone,Airtel, YES ,No,Yes,Residential
MW0109, LUCHENZA , 35.314366 ,-16.004560 , 2G+3G+4G ,Access,MTL, YES ,No,Yes,Residential
MW0111, MKANDO , 35.358578 ,-15.914693 , 2G+3G+4G ,Backbone,Airtel, YES ,No,Yes,Rural
MW0112, LIMBE , 35.067492 ,-15.810546 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Dense Urban
MW0113, RAYNORHOUSE , 35.057519 ,-15.805104 , 2G+3G+4G ,Backbone,Airtel, YES ,No,Yes,Dense Urban
MW0114, STADIUM , 35.034253 ,-15.804264 , 2G+3G+4G ,Access,MTL, YES ,No,Yes,Dense Urban
MW0115, BCA Hill , 35.066700 ,-15.833600 , 2G+3G+4G ,Access,TNM, YES ,No,Yes,Dense Urban
MW0116, GOLIATI , 35.208124 ,-15.922805 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Rural
MW0118, CHAPANANGA , 34.469611 ,-15.978461 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,rural
MW0120, CHINGALE , 35.227912 ,-15.382639 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Rural
MW0121, SOCHEEAST , 35.016060 ,-15.819244 , 2G+3G+4G ,Access,MHC, YES ,No,Yes,Dense Urban
MW0122, MULANJEBOMA , 35.489583 ,-16.014780 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Residential
MW0123, LIRANGWE , 35.025833 ,-15.521000 , 2G+3G+4G ,Backbone,Airtel, YES ,No,Yes,Residential
MW0124, LUNZU , 35.016024 ,-15.641221 , 2G+3G+4G ,Access,MTL, YES ,No,Yes,Dense Urban
MW0125, CHILEKA , 34.971923 ,-15.682456 , 2G+3G+4G ,Access,MTL, YES ,No,Yes,Residential
MW0126, INDEPENDENCEARC , 35.043830 ,-15.803580 , 2G+3G+4G ,Access,TNM, YES ,No,Yes,Dense Urban
MW0127, CHIRADZULU , 35.186249 ,-15.702127 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Residential
MW0128, MACHINJIRI , 35.076568 ,-15.727821 , 2G+3G+4G ,Access,Airtel, YES ,Yes,Yes,Dense Urban
MW0129, MPINGWEHILL , 35.086506 ,-15.808710 , 2G+3G+4G ,Backbone,MTL, YES ,No,Yes,Urban
MW0130, BANGWEPOLICE , 35.114530 ,-15.838950 , 2G+3G+4G ,Access,TNM, YES ,No,Yes,Dense Urban
MW0131, NJULI , 35.112339 ,-15.709860 , 2G+3G+4G ,Backbone,TNM, YES ,No,Yes,rural
MW0132, CHIKULI , 34.879740 ,-15.665980 , 2G+3G+4G ,Access,TNM, YES ,No,Yes,rural
MW0133, BANGWEMARKET , 35.090350 ,-15.819900 , 2G+3G+4G ,Access,TNM, YES ,No,Yes,Dense Urban
MW0134, LUWANDA , 35.056716 ,-15.730732 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Dense Urban
MW0135, CHIGUMULA , 35.065130 ,-15.889950 , 2G+3G+4G ,Backbone,Airtel, YES ,No,Yes,Dense Urban
MW0136, BVUMBWE , 35.087360 ,-15.925060 , 2G+3G+4G ,Access,TNM, YES ,No,Yes,Residential
MW0137, MAKATA , 35.035280 ,-15.787860 , 2G+3G+4G ,Access,TNM, YES ,No,Yes,Dense Urban
MW0138, NYAMBADWE , 35.026522 ,-15.773545 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Dense Urban
MW0140, MDEKA , 34.943333 ,-15.462083 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Residential
MW0142, SUNNYSIDE , 34.986289 ,-15.807634 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Dense Urban
MW0143, MPEMBA , 34.967510 ,-15.878259 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Dense Urban
MW0144, CHILOBWE , 35.006040 ,-15.833600 , 2G+3G+4G ,Access,TNM, YES ,No,Yes,Dense Urban
MW0147, PHWAZI , 34.539649 ,-16.044764 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,rural
MW0148, NYALACAMP , 34.857667 ,-16.191472 , 2G+3G+4G ,Access,Airtel, YES ,Yes,Yes,rural
MW0150, MWANZA , 34.494450 ,-15.581970 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,Residential
MW0151, MTENGO , 35.024098 ,-16.042277 , 2G+3G+4G ,Backbone,MTL, YES ,No,Yes,Rural
MW0152, NKULA , 34.826700 ,-15.526212 , 2G+3G+4G ,Access,Airtel, YES ,No,Yes,rural
MW0153, NGABU , 34.888524 ,-16.459224 , 2G+3G+4G ,Backbone,Airtel, YES ,No,Yes,Residential
